dialogue_id,speaker,turn,act_1,act_2,act_3
37_00093,SYSTEM,Your ticket reservation has been booked successfully.,NOTIFY_SUCCESS,,
37_00093,USER,Thank you! That's what I wanted.,THANK_YOU,GOODBYE,
37_00093,SYSTEM,Of course. Have a wonderful day.,GOODBYE,,
37_00094,USER,Can you search me one way flights?,INFORM_INTENT,,
37_00094,SYSTEM,from where will you be leaving and to where do you visit? When do you plan to leave?,REQUEST,,
37_00094,USER,"Im leaving from Phoenix to Atlanta, GA on 9th of this month.",INFORM,,
37_00094,SYSTEM,There is a American Airlines which leaves at 3:55 pm and has 0 stops costs $155,OFFER,,
37_00094,USER,Is there any ticket refundable? Which airport does it arrive?,REQUEST,,
37_00094,SYSTEM,The destination is Hartsfield-Jackson International Airport. Sorry there is no refundable.,INFORM,,
37_00094,USER,Thats great to me. Can you find round trip flights for me? I want Economy,INFORM,INFORM_INTENT,SELECT
37_00094,SYSTEM,When will you come back?,REQUEST,,
37_00094,USER,i want to back on the 11th.,INFORM,,
37_00094,SYSTEM,"I have 1 convenient flight which is an American Airlines flight, onbound flight leaves at 3:55 pm and return flight leaves at 11:40 am costs $242.",OFFER,,
37_00094,USER,When will the onward flight arrives?,REQUEST,,
37_00094,SYSTEM,It arrives at 11:07 pm,INFORM,,
37_00094,USER,When does the return flight arrives?,REQUEST,,
37_00094,SYSTEM,The return flight will be arriving at 4:22 pm,INFORM,,
37_00094,USER,Thats great to me. I plan to go on a short trip. Can you help me to get the flight tickets?,INFORM_INTENT,SELECT,
37_00094,SYSTEM,Please confirm this : The flight name is American Airlines which is from Phoenix to Atlanta. The departure date is March 9th and return is on March 11th. The onward flight leaves at 3:55 pm and return flight leaves at 11:40 am which is Economy class for 1 passenger.,CONFIRM,,
37_00094,USER,yes thats correct and perfect.From which airport does the flight depart? Is there any ticket refundable?,REQUEST,,AFFIRM
37_00094,SYSTEM,Your ticket is booked. Sorry there is no ticket refundable. The flight departs from Sky Harbor International Airport.,INFORM,,NOTIFY_SUCCESS
37_00094,USER,Thanks alot for the help. Thats all for now.,THANK_YOU,GOODBYE,
37_00094,SYSTEM,Have a great day.,GOODBYE,,
37_00095,USER,Can you help me find some one way flights please,INFORM_INTENT,,
37_00095,SYSTEM,Where are you going? And where are you coming from and when do you plan to leave?,REQUEST,,
37_00095,USER,"I'm leaving on the 3rd from Phoenix and going to Seattle, WA.",INFORM,,
37_00095,SYSTEM,There's a 8:40 am flight with 1 stop that costs $224 from American Airlines,OFFER,,
37_00095,USER,"That sounds good, what about round trip flights?",INFORM_INTENT,SELECT,
37_00095,SYSTEM,When are you returning then?,REQUEST,,
37_00095,USER,I'll be back on the 5th of this month,INFORM,,
37_00095,SYSTEM,I found 1 that'll work for you. An American Airlines flight that leaves at 8:40 am and has a 8:15 am return flight that totals $238,OFFER,,
37_00095,USER,When does the departing flight arrive? And is that ticket refundable?,REQUEST,,
37_00095,SYSTEM,"It's not refundable, I'm sorry about that. The departing flight arrives at 2:47 pm",INFORM,,
37_00095,USER,That sounds good actually.,SELECT,,
37_00095,SYSTEM,Should I get tickets?,OFFER_INTENT,,
37_00095,USER,Yes please book me tickets.,AFFIRM_INTENT,,
37_00095,SYSTEM,Confirming that you need 1 economy ticket from Phoenix to Seattle via American Airlines that departs the day after tomorrow at 8:40 am and returns next Tuesday at 8:15 am,CONFIRM,,
37_00095,USER,Yes that's all correct,AFFIRM,,
37_00095,SYSTEM,I have confirmed your tickets,NOTIFY_SUCCESS,,
37_00095,USER,Which airport does the return flight arrive at and what time?,REQUEST,,
37_00095,SYSTEM,It arrives at Seattle-Tacoma International Airport at 1:38 pm,INFORM,,
37_00095,USER,"Great, that's all I need",THANK_YOU,GOODBYE,
37_00095,SYSTEM,OK have a good one,GOODBYE,,
37_00096,USER,Can you find me one-way flights next Monday?,INFORM,INFORM_INTENT,
37_00096,SYSTEM,Where are you going from and where to?,REQUEST,,
37_00096,USER,"I am going to Sydney, NSW, from Seattle, WA",INFORM,,
37_00096,SYSTEM,I have found an American Airlines flightat 8:15 am with 1 stop. It costs $324.,OFFER,,
37_00096,USER,When does the onward flight arrive?,REQUEST,,
37_00096,SYSTEM,The flight gets in at 1:32 pm,INFORM,,
37_00096,USER,"Are there any other flights, I have 4 people in my group.",INFORM,REQUEST_ALTS,
37_00096,SYSTEM,"I have found 3 flights, the first is Delta Airlines leaving at 8:45 am with 1 stop. It will cost $326",OFFER,,
37_00096,USER,"That sounds good, can you find me a round trip?",INFORM_INTENT,SELECT,
37_00096,SYSTEM,When are you returning?,REQUEST,,
37_00096,USER,"I want to fly economy, and the 7th of this month.",INFORM,,
37_00096,SYSTEM,"I have found 1 flight on Delta Airlines that leaves around 8:45 am, the return leaves at 5:50 pm and it costs $344",OFFER,,
37_00096,USER,Where does the flight leave from and is it refundable?,REQUEST,,
37_00096,SYSTEM,It goes from Seattle-Tacoma International Airport but is not refundable.,INFORM,,
37_00096,USER,That's good for me.,SELECT,,
37_00096,SYSTEM,Should I reserve tickets?,OFFER_INTENT,,
37_00096,USER,No thank you.,NEGATE_INTENT,,
37_00096,SYSTEM,Do you need any other help?,REQ_MORE,,
37_00096,USER,No I'm good thanks,NEGATE,THANK_YOU,
37_00096,SYSTEM,Have a great day.,GOODBYE,,
37_00097,USER,Can you please find oneway flights for a short trip I have coming up soon? There's only one person in my group.,INFORM,INFORM_INTENT,
37_00097,SYSTEM,Where are you traveling to?,REQUEST,,
37_00097,USER,I'm visiting Portland to see a friend.,INFORM,,
37_00097,SYSTEM,Where do you plan on departing from?,REQUEST,,
37_00097,USER,I'm leaving from San Diego.,INFORM,,
37_00097,SYSTEM,When will you be leaving for your trip?,REQUEST,,
37_00097,USER,I'll be leaving on the 12th.,INFORM,,
37_00097,SYSTEM,I found an Alaska Airlines outbound flight that leaves at 3:20 pm and has 1 stop. The ticket costs $186.,OFFER,,
37_00097,USER,That sounds good. Could you look for other flights for me? I'd like to come back by the 14th of this month.,INFORM,INFORM_INTENT,SELECT
37_00097,SYSTEM,I found 1 convenient Alaska Airlines flight for you. The outbound flight departs at 3:20 pm and the return flight leaves at 5:40 pm. The ticket for this flight costs $169.,OFFER,,
37_00097,USER,That flight is exactly what I'm looking for.,SELECT,,
37_00097,SYSTEM,Do you want me to buy the tickets?,OFFER_INTENT,,
37_00097,USER,No thanks. That's everything I needed help with.,NEGATE_INTENT,GOODBYE,
37_00097,SYSTEM,Have a nice day!,GOODBYE,,
37_00098,USER,Can you find me a one way flight for a trip I have coming up? I'd like to get an Economy ticket with American Airlines.,INFORM,,INFORM_INTENT
37_00098,SYSTEM,"Certainly. From where will you be leaving from, and when would you like to leave?",REQUEST,,
37_00098,USER,"I'll be leaving from Paris, France on the 3rd of march. As well, there are two people in my group so I will need two tickets.",INFORM,,
37_00098,SYSTEM,Where would you like the destination to be?,REQUEST,,
37_00098,USER,Make it LA please.,INFORM,,
37_00098,SYSTEM,I've found 1 flight that matches your criteria. It is an American Airlines flight that leaves at 4:05 am. It has 1 stop and will cost $444.,OFFER,,
37_00098,USER,"That sounds alright, but I need a return flight as well.",INFORM_INTENT,SELECT,
37_00098,SYSTEM,I need to know when you would like to return.,REQUEST,,
37_00098,USER,I want to get back on the 5th of March.,INFORM,,
37_00098,SYSTEM,I've found 1 flight that matches your criteria. It is an American Airlines flight. The outbound flight leaves at 4:05 am and the return flight leaves at 9:40 am. The price of a ticket is $373.,OFFER,,
37_00098,USER,That sounds great.,INFORM_INTENT,SELECT,
37_00098,SYSTEM,"Please confirm the following: 2 Economy tickets on American Airlines flight from Paris to Los Angeles. The departure date is the day after tomorrow at 4:05 am, and the return date at is next Tuesday at 9:40 am.",CONFIRM,,
37_00098,USER,Confirmed.,AFFIRM,,
37_00098,SYSTEM,Your ticket has been successfully confirmed.,NOTIFY_SUCCESS,,
37_00098,USER,"Awesome, thanks for your help.",THANK_YOU,,
37_00098,SYSTEM,"No problem, can I help you with anything else?",REQ_MORE,,
37_00098,USER,No that will be all.,NEGATE,THANK_YOU,
37_00098,SYSTEM,"Okay, enjoy your day.",GOODBYE,,
37_00099,USER,I have a trip and need to travel to LA on a oneway ticket/,INFORM,INFORM_INTENT,
37_00099,SYSTEM,Where and when will you be leaving?,REQUEST,,
37_00099,USER,"Leaving Phoenix, AZ on the 10th.",INFORM,,
37_00099,SYSTEM,There is a 1 stop American Airlines flight leaving at 6:25 am in the amount if $168.,OFFER,,
37_00099,USER,That sounds good.,SELECT,,
37_00099,SYSTEM,Would you like to purchase the ticket?,OFFER_INTENT,,
37_00099,USER,Not now. I want to travel in Economy and there are 3 people in the group.,INFORM,,INFORM_INTENT
37_00099,SYSTEM,When will you return?,REQUEST,,
37_00099,USER,The 13th of March.,INFORM,,
37_00099,SYSTEM,"OK, there is an American Airlines flight leaving at 6:25 am and returning at 7:50 am. The ticket price is $135.",OFFER,,
37_00099,USER,When does the return flight arrive?,REQUEST,,
37_00099,SYSTEM,At 9:18 am.,INFORM,,
37_00099,USER,Which airport will it arrive?,REQUEST,,
37_00099,SYSTEM,The location is LAX International Airport.,INFORM,,
37_00099,USER,Are there any other flights?,REQUEST_ALTS,,
37_00099,SYSTEM,"No, sorry. Can I help with anything else.",NOTIFY_FAILURE,REQ_MORE,
37_00099,USER,"No, thanks for your help.",NEGATE,THANK_YOU,
37_00099,SYSTEM,Have a good day.,GOODBYE,,
37_00100,USER,Can you find me one way flights for my upcoming trip?,INFORM_INTENT,,
37_00100,SYSTEM,When do you plan to go? Where will you be leaving from and at what location to you plan to visit?,REQUEST,,
37_00100,USER,"I will be traveling to Seattle and leaving from SD. I will be heading out on 9th of March. I prefer Economy. In case my plans change, I would only like refundable tickets.",INFORM,,
37_00100,SYSTEM,"I have located 1 flight that is suitable for you. The outbound flight takes off at 5 pm, with 1 stop. It is a Delta Airlines flight. The ticket cost is $189.",OFFER,,
37_00100,USER,What is the airport of the departing flight?,REQUEST,,
37_00100,SYSTEM,The departing flight is at SAN International Airport.,INFORM,,
37_00100,USER,That sounds like a good flight. Can you find me some flights for a group party of three?,INFORM,INFORM_INTENT,SELECT
37_00100,SYSTEM,When will be your returning date?,REQUEST,,
37_00100,USER,I will return on 11th of March.,INFORM,,
37_00100,SYSTEM,I located 1 flight that is convenient for your trip. It is with Delta Airlines and will leave on an outbound flight at 5 pm. The return flight will take off at 7:45 am. The ticket cost is $207.,OFFER,,
37_00100,USER,What will be the airport of flight departure?,REQUEST,,
37_00100,SYSTEM,SAN International Airport is the location of flight departure.,INFORM,,
37_00100,USER,That sounds like a great flight for me.,SELECT,,
37_00100,SYSTEM,Would you like for me to purchase tickets for it?,OFFER_INTENT,,
37_00100,USER,"No thanks, I'm good.",NEGATE_INTENT,,
37_00100,SYSTEM,Do you need any more additional help?,REQ_MORE,,
37_00100,USER,"Nope, thank you for your help.",NEGATE,THANK_YOU,
37_00100,SYSTEM,Enjoy your day.,GOODBYE,,
37_00101,USER,I'll be travelling with my wife to Vancouver. Could you find a one way ticket from Washington for us?,INFORM,,INFORM_INTENT
37_00101,SYSTEM,When will you leave exactly?,REQUEST,,
37_00101,USER,We want to leave today.,INFORM,,
37_00101,SYSTEM,"Out of the 3 flights I found the cheapest is from Delta Airlines, leaving at 10 am. It will cost you $281 but there is 1 stop before arrival.",OFFER,,
37_00101,USER,"That's great, would you be able to get flights for us to be back the day after tomorrow?",INFORM,INFORM_INTENT,SELECT
37_00101,SYSTEM,"With the same company, you can take Delta Airlines. It will leave at 10 am and it returns at 2:50 am. It will cost you $297.",OFFER,,
37_00101,USER,When will the departure flight arrive? And what about the return flight?,REQUEST,,
37_00101,SYSTEM,The departure flight will arrive at 7:49 pm. The return flight will arrive at 12:48 pm.,INFORM,,
37_00101,USER,This flight is perfect for me.,SELECT,,
37_00101,SYSTEM,Do you wish for me to purchase the tickets for this flight?,OFFER_INTENT,,
37_00101,USER,I wish to book this flight.I prefer traveling in Economy. We will be two people.,AFFIRM_INTENT,INFORM,
37_00101,SYSTEM,"I need you to confirm these details for me : The flight is departing from Washington. It will go to Vancouver. The company is Delta Airlines. Is will depart today, and return the day after tomorrow. Onward trip leaves at 10 am. Return flight leaves at 2:50 am. You will travel in Economy class in seat number 2.",CONFIRM,,
37_00101,USER,Great/ When will the return flight be arriving? What airport will it be departing from?,REQUEST,,AFFIRM
37_00101,SYSTEM,The ticket has been confirmed. The flight back will arrive at 12:48 pm. It will take-off from Dulles International Airport,INFORM,,NOTIFY_SUCCESS
37_00101,USER,Thank you for your help. That's all for now.,THANK_YOU,GOODBYE,
37_00101,SYSTEM,Have a nice day.,GOODBYE,,
37_00102,USER,I have a trip coming up. I need to find one way flights for three people traveling as a group.,INFORM,INFORM_INTENT,
37_00102,SYSTEM,Where are you planning to travel to? Where will you be departing from?,REQUEST,,
37_00102,USER,We are traveling from Mexico City to Portland.,INFORM,,
37_00102,SYSTEM,When do you plan to depart?,REQUEST,,
37_00102,USER,We are leaving on the 3rd of March.,INFORM,,
37_00102,SYSTEM,I found 1 flight for you. American Airlines has an outbound flight with 1 stop leaving at 2:35 am. The ticket price is $264.,OFFER,,
37_00102,USER,That flight sounds good.,SELECT,,
37_00102,SYSTEM,Would you like to buy tickets?,OFFER_INTENT,,
37_00102,USER,"No, I don't want to buy the tickets right now. Can you search for a return flight? I would like to get back on March 5th.",INFORM,INFORM_INTENT,NEGATE_INTENT
37_00102,SYSTEM,"I found 1 flight. American Airlines has an outbound flight at 2:35 am, and a return flight at 7:20 am, and the ticket is $283.",OFFER,,
37_00102,USER,When does the return flight arrive?,REQUEST,,
37_00102,SYSTEM,The return flight arrives at 6:53 pm.,INFORM,,
37_00102,USER,That flight sounds good. I intend it to be a short trip. Can you help me buy flight tickets? I prefer Economy.,INFORM,INFORM_INTENT,SELECT
37_00102,SYSTEM,"You would like to book 3 Economy seats on American Airlines from Mexico City to Portland, leaving the day after tomorrow at 2:35 am, and returning next Tuesday at 7:20 am, is that correct?",CONFIRM,,
37_00102,USER,"Yes, that's right. Which airport does the flight depart from.",REQUEST,AFFIRM,
37_00102,SYSTEM,Your tickets are booked. The flight departs from Benito Juarez International Airport.,INFORM,NOTIFY_SUCCESS,
37_00102,USER,"Thanks for your help, that will be all.",THANK_YOU,GOODBYE,
37_00102,SYSTEM,Have a great day!,GOODBYE,,
37_00103,USER,I am leaving for a trip out of Portland next Monday. Can you find me some oneway flights?,INFORM,,INFORM_INTENT
37_00103,SYSTEM,Where are you going?,REQUEST,,
37_00103,USER,I want to travel on Delta Airlines to SD and am looking for refundable tickets.,INFORM,,
37_00103,SYSTEM,I found a Delta Airlines flight with 0 stops that leaves at 3:20 pm and costs $107.,OFFER,,
37_00103,USER,That works for me.,SELECT,,
37_00103,SYSTEM,Do you want to buy now?,OFFER_INTENT,,
37_00103,USER,"No, not right now.",NEGATE_INTENT,,
37_00103,SYSTEM,Do you need help with something else?,REQ_MORE,,
37_00103,USER,I need you to search flights.,INFORM_INTENT,,
37_00103,SYSTEM,What day are you coming back?,REQUEST,,
37_00103,USER,I need a ticket for 1 on the 6th of March.,INFORM,,
37_00103,SYSTEM,"Search found 1 flight for you on Delta Airlines. It leaves at 3:20 pm, the return flight leaves at 5 pm and costs $165.",OFFER,,
37_00103,USER,That works for a short trip. Can you buy tickets?,INFORM_INTENT,SELECT,
37_00103,SYSTEM,"You want 1 ticket in Economy to fly out of Portland to San Diego on Delta Airlines next Monday at 3:20 pm, and return next Wednesday on a flight that leaves at 5 pm. Is that right?",CONFIRM,,
37_00103,USER,Yes that is right.,AFFIRM,,
37_00103,SYSTEM,Your booking is complete.,NOTIFY_SUCCESS,,
37_00103,USER,Thanks for everything. That is all.,THANK_YOU,GOODBYE,
37_00103,SYSTEM,Have a great day.,GOODBYE,,
37_00104,USER,I have a trip coming up. Can you find me one-way flights?,INFORM_INTENT,,
37_00104,SYSTEM,Where are you visiting? Where will you be departing from and when do you plan to leave?,REQUEST,,
37_00104,USER,I am traveling to Washington from NY on the 3rd of March.,INFORM,,
37_00104,SYSTEM,There is an American Airlines flight outbound at 10:55 am with 0 stops. The price of the ticket is $82.,OFFER,,
37_00104,USER,Is the ticket refundable? Which airport will the flight arrive in?,REQUEST,,
37_00104,SYSTEM,"The destination is Dulles International Airport. Unfortunately, the ticket is non-refundable.",INFORM,,
37_00104,USER,That flight sounds good to me. Can you search for more flights? There is one person in my group. Either business or economy class is fine.,INFORM,,INFORM_INTENT
37_00104,SYSTEM,When will you be returning?,REQUEST,,
37_00104,USER,I want to return on the 5th.,INFORM,,
37_00104,SYSTEM,I found 1 convenient flight. There is an American Airlines flight outbound at 10:55 am. The return flight leaves at 6:05 am. The ticket costs $88.,OFFER,,
37_00104,USER,Which airport does the flight arrive to?,REQUEST,,
37_00104,SYSTEM,The destination is Dulles International Airport.,INFORM,,
37_00104,USER,That flight sounds good. I am planning a short trip. Can you helpme find flight tickets?,INFORM_INTENT,SELECT,
37_00104,SYSTEM,"Please confirm the following: The flight is from New York to Washington and departs the day after tomorrow at 10:55 am. The return flight is next Tuesday at 6:05 am. American Airlines is the airline, you are sitting economy class, and the total number of passengers is 1.",CONFIRM,,
37_00104,USER,Yes that sounds good.,AFFIRM,,
37_00104,SYSTEM,Your ticket has been confirmed.,NOTIFY_SUCCESS,,
37_00104,USER,"Thank you, that is all I needed.",THANK_YOU,GOODBYE,
37_00104,SYSTEM,Have a nice day.,GOODBYE,,
37_00105,USER,I'm going on a trip soon; can you find me a one-way flight?,INFORM_INTENT,,
37_00105,SYSTEM,Where are you going?,REQUEST,,
37_00105,USER,"I'll be traveling to Atlanta, GA either via business or economy.",INFORM,,
37_00105,SYSTEM,When and where will you be departing?,REQUEST,,
37_00105,USER,I prefer to travel with United Airlines. I'm leaving from Phoenix on March 1st.,INFORM,,
37_00105,SYSTEM,I found 1 great flight for you. There is a United Airlines flight that leaves at 8:40 pm and it has 0 layovers. The ticket price is $177.,OFFER,,
37_00105,USER,"Which airport will it depart from, and which airport does it arrive at?",REQUEST,,
37_00105,SYSTEM,It will land at Hartsfield-Jackson International Airport. It will depart from Sky Harbor International Airport.,INFORM,,
37_00105,USER,That sounds great. Can you search more flights?,INFORM_INTENT,SELECT,
37_00105,SYSTEM,When will you be returning.,REQUEST,,
37_00105,USER,"I want to get back on the 3rd, and there will be 1 person with me.",INFORM,,
37_00105,SYSTEM,I found 1 good flight for your trip. There is a United Airlines flight that leaves at 8:40 pm. The return flight will leave at 9:40 am. The ticket price is $251.,OFFER,,
37_00105,USER,When will the return and outward flights arrive?,REQUEST,,
37_00105,SYSTEM,The return flight will arrive at 3:47 pm. The onward flight will arrive at 3:52 am.,INFORM,,
37_00105,USER,That sounds great.,SELECT,,
37_00105,SYSTEM,Should I buy you tickets?,OFFER_INTENT,,
37_00105,USER,"No thank you, I'm good. That'll be all.",NEGATE_INTENT,GOODBYE,
37_00105,SYSTEM,Have a great day!,GOODBYE,,
37_00106,USER,I have an upcoming trip. Can you find a me a oneway flight? Preferably American Airlines.,INFORM,INFORM_INTENT,
37_00106,SYSTEM,"Where are planning to visit and when are you leaving? Also, where are you departing from?",REQUEST,,
37_00106,USER,I am visiting NY and am leaving on March 9th. I am departing from Washington and four people are in my group.,INFORM,,
37_00106,SYSTEM,"I found 1 flight for you on American Airlines. This flight leaves at 6:05 am, has 0 stops and costs $100.",OFFER,,
37_00106,USER,"Is the flight refundable? Also, what airport is it at?",REQUEST,,
37_00106,SYSTEM,The flight is nonrefundable and departs from Dulles International Airport.,INFORM,,
37_00106,USER,Nice. Can you search flights for me. I prefer Economy ones.,INFORM,INFORM_INTENT,SELECT
37_00106,SYSTEM,When are you returning?,REQUEST,,
37_00106,USER,I want fly back on 11th of this month.,INFORM,,
37_00106,SYSTEM,I found 1 returning flight on American Airlines. It leaves at 10:55 am whereas your outbound flight leaves at 6:05 am. This ticket costs $92.,OFFER,,
37_00106,USER,Works for me.,SELECT,,
37_00106,SYSTEM,May I help you with something else?,REQ_MORE,,
37_00106,USER,This will be a short trip. Can you buy both flight tickets?,INFORM_INTENT,,
37_00106,SYSTEM,"Please confirm the following details: March 9th, your departing flight leaves from Washington at 6:05 am and goes to New York. Your return flight is scheduled for March 11th at 10:55 am. Both flights are through American Airlines. Seating class is Economy and the number of passengers is 4.",CONFIRM,,
37_00106,USER,That works. What time and place does my return flight arrive?,REQUEST,,AFFIRM
37_00106,SYSTEM,Your tickets are booked. Your return flight arrives at 12:05 pm at JFK International Airport.,INFORM,,NOTIFY_SUCCESS
37_00106,USER,Thank you! That's all I need.,THANK_YOU,GOODBYE,
37_00106,SYSTEM,Have a marvelous day!,GOODBYE,,
37_00107,USER,"I have an upcoming trip, and I'd like a one way flight with United Airlines. I am departing from SFO.",INFORM,,INFORM_INTENT
37_00107,SYSTEM,"Where are you traveling, and when would you like to depart?",REQUEST,,
37_00107,USER,I'd like to fly to Toronto on March 1st.,INFORM,,
37_00107,SYSTEM,I've found 1 flight for you. It is a United Airlines flight and departs at 9:15 am. The flight has 1 stop and the ticket costs $265.,OFFER,,
37_00107,USER,Which airport does the flight arrive at?,REQUEST,,
37_00107,SYSTEM,The flight will arrive at Toronto Pearson International Airport.,INFORM,,
37_00107,USER,"Which airport does the flight depart from, and when will the flight arrive?",REQUEST,,
37_00107,SYSTEM,The flight will depart from SFO International Airport and arrive at 7:19 pm.,INFORM,,
37_00107,USER,Sound good. Can you find another flight for me? I want to return on the 3rd.,INFORM,INFORM_INTENT,SELECT
37_00107,SYSTEM,I've found 1 flight for you. It is a United Airlines flight. The departing flight is at 9:15 am and the return flight is at 5:35 pm. The ticket costs $286.,OFFER,,
37_00107,USER,Sounds good to me.,SELECT,,
37_00107,SYSTEM,Should I book the tickets?,OFFER_INTENT,,
37_00107,USER,"Yes, please. I'd like 2 tickets.",AFFIRM_INTENT,INFORM,
37_00107,SYSTEM,"Please confirm the following: you would like 2 Economy class tickets from San Francisco to Toronto. The flight is with United Airlines. The departing flight is today at 9:15 am, and the returning flight is the day after tomorrow at 5:35 pm.",CONFIRM,,
37_00107,USER,"Yes, that sounds correct. Are the tickets refundable? What time does the return flight arrive?",REQUEST,,AFFIRM
37_00107,SYSTEM,Your tickets have been confirmed. The tickets are unfortunately not refundable. The return flight arrives at 9:12 pm.,INFORM,,NOTIFY_SUCCESS
37_00107,USER,"Thank you, that will be all.",THANK_YOU,GOODBYE,
37_00107,SYSTEM,Have a great day.,GOODBYE,,
37_00108,USER,I need a one way flight to Chi-town on the 1st of this month.,INFORM,,INFORM_INTENT
37_00108,SYSTEM,Where will you be departing?,REQUEST,,
37_00108,USER,I will be leaving from Washington.,INFORM,,
37_00108,SYSTEM,There are 3 flights. There is an American Airlines flight leaving at 2:50 pm with 0 stops and the ticket costs $119.,OFFER,,
37_00108,USER,When does the flight arrive and is the ticket refundable?,REQUEST,,
37_00108,SYSTEM,"The arrival time is 3:48 pm. No, the ticket in not refundable, sorry.",INFORM,,
37_00108,USER,That sounds good but can you search for something else.,INFORM_INTENT,SELECT,
37_00108,SYSTEM,When will you be returning?,REQUEST,,
37_00108,USER,I would like the 3rd of the month.,INFORM,,
37_00108,SYSTEM,"OK, there is 1 flight on American Airlines leaving at 2:50 pm and the return flight leaves at 4:20 pm. The cost is $165.",OFFER,,
37_00108,USER,"Great, can you purchase the tickets?",INFORM_INTENT,SELECT,
37_00108,SYSTEM,"Yes, please confirm the information: the American Airlines flight from Washington to Chicago departs today and returns the day after tomorrow leaving at 2:50 pm with the return flight leaving at 4:20 pm. The seats are in Economy and there is 1 passenger.",CONFIRM,,
37_00108,USER,"No, there are 3 people in my group.",INFORM,NEGATE,
37_00108,SYSTEM,"OK, 3 passengers flying to Chicago.",CONFIRM,,
37_00108,USER,"Great, which airport is the arrival and what time does the return flight arrive?",REQUEST,,AFFIRM
37_00108,SYSTEM,The airport is O'Hare International Airport and the return flight arrives at 9:45 pm.,INFORM,,NOTIFY_SUCCESS
37_00108,USER,Thank you very much.,THANK_YOU,GOODBYE,
37_00108,SYSTEM,Have a nice day.,GOODBYE,,
37_00109,USER,I need a oneway flight for a trip I have coming up.,INFORM_INTENT,,
37_00109,SYSTEM,When are you leaving? Where are you leaving from?,REQUEST,,
37_00109,USER,I am leaving from Seattle on the 12th.,INFORM,,
37_00109,SYSTEM,Where are you going?,REQUEST,,
37_00109,USER,I am going to LA.,INFORM,,
37_00109,SYSTEM,There is an Alaska Airlines flight that leaves at 3:45 pm and has 0 stops. The ticket is $123.,OFFER,,
37_00109,USER,That sounds good. Can you look for other options?,INFORM_INTENT,SELECT,
37_00109,SYSTEM,When are you coming back?,REQUEST,,
37_00109,USER,I want to come home on March 14th.,INFORM,,
37_00109,SYSTEM,I found 1 Alaska Airlines flight that leaves at 3:45 pm. The return flight departs at 7:10 pm. The cost of the ticket is $137.,OFFER,,
37_00109,USER,That sounds good. I am looking to travel with four people in Economy.,INFORM,,INFORM_INTENT
37_00109,SYSTEM,Please confirm; flight from Seattle to Los Angeles on Alaska Airlines. The departure date is March 12th at 3:45 pm. The return flight is March 14th. It leaves at 7:10 pm. The reservation is for 4 people in Economy.,CONFIRM,,
37_00109,USER,"Yes, that will be awesome.",AFFIRM,,
37_00109,SYSTEM,Your tickets are confirmed.,NOTIFY_SUCCESS,,
37_00109,USER,Thanks for your assistance.,THANK_YOU,,
37_00109,SYSTEM,Is there anything else?,REQ_MORE,,
37_00109,USER,"No, that is all.",NEGATE,THANK_YOU,
37_00109,SYSTEM,Have a great day.,GOODBYE,,
37_00110,USER,Can you find me a one way flight for a trip I have coming up? I need to leave on the 14th of March.,INFORM,INFORM_INTENT,
37_00110,SYSTEM,Where will you be travelling to and from?,REQUEST,,
37_00110,USER,"I am traveling to Los Angeles from Seattle, WA. I only need one ticket, and I actually just remembered I'll need to leave on March 5th, not 14th.",INFORM,,
37_00110,SYSTEM,"I found one flight that fits your criteria. It is an Alaska Airlines flight, and the ticket costs $144. The outbound flight will leave at 3:45 pm and has 0 stops.",OFFER,,
37_00110,USER,"What else is there available? I prefer to travel in Premium Economy, and I would like it if the ticket was refundable in case my plans change.",INFORM,,REQUEST_ALTS
37_00110,SYSTEM,"I have found 1 flight that matches your criteria. The flight is a United Airlines flight, and the ticket costs $189. The outbound flight leaves at 6:20 pm and has 0 stops.",OFFER,,
37_00110,USER,What airports will the flight be flying in and out of?,REQUEST,,
37_00110,SYSTEM,"The destination is LAX International Airport, and the departure airport is Seattle-Tacoma International Airport.",INFORM,,
37_00110,USER,"That sounds great, get me that one. Also, can you find me another flight to get back on Thursday next week?",INFORM,INFORM_INTENT,SELECT
37_00110,SYSTEM,"I've found 1 flight that matches your criteria. It is an United Airlines flight, and the ticket costs $230. The outbound flight will leave at 6:20 pm, and the return flight at 8:55 am.",OFFER,,
37_00110,USER,That one sounds good too.,INFORM_INTENT,SELECT,
37_00110,SYSTEM,Please confirm the following: 1 Premium Economy ticket for United Airlines flight from Seattle to Los Angeles next Tuesday at 6:20 pm. The return flight is next Thursday at 8:55 am.,CONFIRM,,
37_00110,USER,"Sounds mint, I confirm.",AFFIRM,,
37_00110,SYSTEM,Your ticket has been successfully confirmed.,NOTIFY_SUCCESS,,
37_00110,USER,When will the return flight get back?,REQUEST,,
37_00110,SYSTEM,The return flight returns at 11:42 am.,INFORM,,
37_00110,USER,"Awesome, thank you so much for your help. You've been great.",THANK_YOU,GOODBYE,
37_00110,SYSTEM,You're most welcome. Have a wonderful day.,GOODBYE,,
37_00111,USER,Can you find me a one way flight for my upcoming trip?,INFORM_INTENT,,
37_00111,SYSTEM,"When do you want to leave, and where are you coming from and going to?",REQUEST,,
37_00111,USER,The three of us will travel on the 9th of this month from Atlanta to Washington.,INFORM,,
37_00111,SYSTEM,"There is a Delta Airlines flight with 0 stops that leaves at 5:45 pm, and the ticket costs $105.",OFFER,,
